id,author,handle,content,likes,retweets,replies,views,date,link,is_retweet
2060228120888971366,"Star Atlas",staratlas,"A fully onchain organism.",172,30,14,7871,5/29/2026,https://x.com/staratlas/status/2060228120888971366,false
2060226879995670968,"Star Atlas",staratlas,"😤For anyone asleep on @staratlas  Every single white dot is a star system, with planets, resources to build and farm and trade and fight over.  👀Still asleep?  You will be able to step foot on every one in UE5/6 later.   🥳Project hasnt been dead, been cooking. A lot. https://pbs.twimg.com/media/HJb7o8jWQAEMM2D.jpg",0,16,0,7,5/29/2026,https://x.com/staratlas/status/2060226879995670968,true
2060120668705071433,"Star Atlas",staratlas,"You heard it here first. Product releases across UE5, http://z.ink, and the big reveal, C4 PTR.  https://sage.staratlas.com",158,30,4,7835,5/28/2026,https://x.com/staratlas/status/2060120668705071433,false
2060056490761953790,"Star Atlas",staratlas,"Starting  in 10 minutes!",147,19,7,6383,5/28/2026,https://x.com/staratlas/status/2060056490761953790,false
2059726937631940928,"Star Atlas",staratlas,"Reminder: Town Hall tomorrow, 11:00am PST / 7:00pm UTC. This one will rattle the web3 gaming landscape.   Don't miss it.",205,33,15,9793,5/27/2026,https://x.com/staratlas/status/2059726937631940928,false
2059347664006000888,"Star Atlas",staratlas,"No diggety, no doubt.",162,12,5,7810,5/26/2026,https://x.com/staratlas/status/2059347664006000888,false
2058982127593779665,"Star Atlas",staratlas,"It's a big week.",201,24,4,9514,5/25/2026,https://x.com/staratlas/status/2058982127593779665,false
2058377475324063804,"Star Atlas",staratlas,"Great thread 👇🏼",123,16,4,7804,5/23/2026,https://x.com/staratlas/status/2058377475324063804,false
2057567566802137462,"Star Atlas",staratlas,"Massive Town Hall Incoming — Date Confirmed! 🚀  The next highly anticipated Town Hall has a date! Join us Thursday, May 28th at 11:00am PST / 7:00pm UTC!  We'll be diving deep into the latest development across number of our products, with a special spotlight on Project Galia, @ZinkSVM, and SAGE C4. You don't want to miss it.  Join us in Discord: https://discord.com/events/789226204980707409/1507080332556374056",272,58,21,40548,5/21/2026,https://x.com/staratlas/status/2057567566802137462,false
2057323044667076992,"Star Atlas",staratlas,"Join the Super Phoenix Sports squad as we chat all things SPS Star Racer Season 1 (powered by @staratlas) and the road ahead for our live Esports and Web3 Gaming Events! https://x.com/i/spaces/1kKzDMYZvRdJv",0,12,0,3,5/20/2026,https://x.com/staratlas/status/2057323044667076992,true
2057212267666796833,"Star Atlas",staratlas,"I've had a friend, someone who I've known in the space for a super long time. They messaged asking if I was currently in a conference call this lovely scammer @RobtechGit said I was in/part of. I am not. I will never been in a random conference, I will always share on my socials if Im ever doing a podcast, talkshow etc.   Don't Download links from people on the internet asking you to join a call,  Do not link any wallets or anything like that  Do not sign anything Don't interact with random drops   DO always be super careful in these situations and research  I don't know what this person is attempting to do but I am not part of this, I am not in this conference and I doubt some of the others showing as being there are actually them, they most likely took our profile pictures to lure people in.",0,3,0,2,5/20/2026,https://x.com/staratlas/status/2057212267666796833,true
2056907297981661436,"Star Atlas",staratlas,"Testing some new scanning patterns in SAGE C4 (PTR). Vast riches to discover in Galia. https://video.twimg.com/amplify_video/2056907183770705920/vid/avc1/390x270/jr0gPMUK01XRGgVW.mp4?tag=27",246,41,14,9744,5/19/2026,https://x.com/staratlas/status/2056907297981661436,false
2055381122536951936,"Star Atlas",staratlas,"Who's ready to explore? https://pbs.twimg.com/media/HIYuM36bgAEkVxI.jpg",238,42,23,9640,5/15/2026,https://x.com/staratlas/status/2055381122536951936,false
2055038564149403911,"Star Atlas",staratlas,"@staratlas  Brew Hispano https://pbs.twimg.com/media/HIT2DoPXIAA1hbI.jpg",0,8,0,6,5/14/2026,https://x.com/staratlas/status/2055038564149403911,true
2054640549869814159,"Star Atlas",staratlas,"Time to break out the big guns. https://video.twimg.com/amplify_video/2054640439555506176/vid/avc1/480x270/CkoO_uq7lHY73YWW.mp4?tag=27",255,32,20,12399,5/13/2026,https://x.com/staratlas/status/2054640549869814159,false
2053550422359769528,"Star Atlas",staratlas,"RACERS ARE YOU READY?   Star Racer Season 1 kicks off this Sunday on Mother's Day!  You can enjoy watching here on X,  or YouTube, Kick and Twitch! Watch all the action play out on @StarAtlas!",0,20,0,4,5/10/2026,https://x.com/staratlas/status/2053550422359769528,true
2052802717970772408,"Star Atlas",staratlas,"Fight, Fight, Fight! https://pbs.twimg.com/media/HH0FLNAaUAApShb.jpg",344,61,19,24330,5/8/2026,https://x.com/staratlas/status/2052802717970772408,false
2052136019370357071,"Star Atlas",staratlas,"I love it when a plan comes together.  Star Atlas is the world. @ZinkSVM is the agent execution layer. Together, they create the first crypto-native environment where AI agents can safely act as economic participants.  That is much stronger than “AI in a game.”  The stack:  Star Atlas = persistent economy Ships, land, fleets, resources, markets, factions, governance, player labor.,  AI agents = operators Fleet managers, market makers, faction coordinators, onboarding copilots, autonomous NPC/org actors, creator/business agents.,  http://z.ink / zProfile = permissioned execution, Agents need to act without holding private keys or asking for 500 signatures. zProfile lets users delegate bounded authority: asset limits, spending caps, actions, revocation, identity/reputation.  The investment thesis Crypto’s killer AI use case is not “chatbots with tokens.” It is permissioned autonomous economic activity.",0,36,0,1,5/6/2026,https://x.com/staratlas/status/2052136019370357071,true
2051800986445050042,"Star Atlas",staratlas,"We're celebrating Cinco de Mayo with some new Claim Stake layouts (and a margarita). https://video.twimg.com/amplify_video/2051800492419022848/vid/avc1/480x270/2u5RRms2dNkMKtmd.mp4?tag=27",224,40,12,11299,5/5/2026,https://x.com/staratlas/status/2051800986445050042,false
2051413954766032946,"Star Atlas",staratlas,"Wave Runner races on your X4, anyone? https://video.twimg.com/amplify_video/2051413103909437440/vid/avc1/480x270/jXh-oZ0QMAbBeCS5.mp4?tag=27",319,57,21,19962,5/4/2026,https://x.com/staratlas/status/2051413954766032946,false
2050991420555903103,"Star Atlas",staratlas,"Are you ready for STAR SHOOTER Tournament from Super Phoenix Sports tomorrow?   The battle kicks off 2 PM EST. Get involved by: ->Watching here on X live, YouTube or Twitch! ->Submit your free bracket to win prizes! ->Share this post to your friends!  http://www.superphoenixsports.com  Join us as we watch these warriors battle it out! @StarAtlas @solanagaming",0,22,0,0,5/3/2026,https://x.com/staratlas/status/2050991420555903103,true
2049671723394683006,"Star Atlas",staratlas,"How to earn in @staratlas  in 2026 🧵 (What actually works right now + what’s likely to matter next) There isn’t one income stream. It’s a layered economy. The players earning have large optimized fleets or spend a lot of time farming free modes. Read more ⤵️ https://pbs.twimg.com/media/HHFatXYagAElEpn.jpg",0,56,0,9,4/29/2026,https://x.com/staratlas/status/2049671723394683006,true
2048955536507638177,"Star Atlas",staratlas,"How are you going to set up your claim stakes and crafting habs? https://video.twimg.com/amplify_video/2048954596886982656/vid/avc1/568x270/5u77lQ44wImebBCi.mp4?tag=21",232,39,11,13772,4/27/2026,https://x.com/staratlas/status/2048955536507638177,false
2048938946948903319,"Star Atlas",staratlas,"👀👀👀",168,12,6,8188,4/27/2026,https://x.com/staratlas/status/2048938946948903319,false
2048126146156298240,"Star Atlas",staratlas,"This is us not shipping. Hello, C4.",292,69,26,27746,4/25/2026,https://x.com/staratlas/status/2048126146156298240,false
2048121985776169098,"Star Atlas",staratlas,"Still thriving.",219,36,9,8872,4/25/2026,https://x.com/staratlas/status/2048121985776169098,false
2047415788471238923,"Star Atlas",staratlas,"SCAM ALERT - ""Annual Access Pass"" We want to bring awareness to a new scam email some users have been receiving.  This email congratulates the user for staying loyal to Star Atlas.  This email offers the ""Annual Access Pass.""  This email is not from the Star Atlas team or anyone affiliated with the Star Atlas team.  If you receive an email similar or the same as the one shown in the images here, BLOCK AND DELETE.  If you aren't sure about an email from us, always check the sender address, or join us on http://discord.gg/staratlas to speak to a mod or admin.",147,34,10,8734,4/23/2026,https://x.com/staratlas/status/2047415788471238923,false
2046671478578614620,"Star Atlas",staratlas,"GM",126,9,12,9231,4/21/2026,https://x.com/staratlas/status/2046671478578614620,false
2045245918283509954,"Star Atlas",staratlas,"We're still living that beach life rolling into the weekend. 😎 https://video.twimg.com/amplify_video/2045243790836068352/vid/avc1/480x270/_5z3Fd96DVdCj5eQ.mp4?tag=21",311,54,17,15939,4/17/2026,https://x.com/staratlas/status/2045245918283509954,false
2044837469506752995,"Star Atlas",staratlas,"Join the Super Phoenix Sports weekly X space Friday morning at12 PM EST as we chat all things coming up for our live Esports and recap last weeks double header experience powered by @staratlas. https://x.com/i/spaces/1oJMvRLpYoWxQ",0,11,0,0,4/16/2026,https://x.com/staratlas/status/2044837469506752995,true
2044537438220304840,"Star Atlas",staratlas,"Scanning the beaches for a new homestead. Are you a beachfront guy, or more of a backwoods hermit? https://video.twimg.com/amplify_video/2044536977434071040/vid/avc1/480x270/P1HzsfZXCOPwKKL3.mp4?tag=21",352,44,22,21236,4/15/2026,https://x.com/staratlas/status/2044537438220304840,false
2044187948795801958,"Star Atlas",staratlas,"Not just a game",181,21,7,10250,4/14/2026,https://x.com/staratlas/status/2044187948795801958,false
2043133755813151110,"Star Atlas",staratlas,"Ready for some high speed Esports entertainment? Join us tomorrow for Super Phoenix Sports live events here on X and other streaming platforms!  Fill out your brackets to win prizes while watching at: http://superphoenixsports.com  Star Racer & Star Shooter is played exclusively on @StarAtlas!",0,16,0,0,4/11/2026,https://x.com/staratlas/status/2043133755813151110,true
2043011073528467685,"Star Atlas",staratlas,"Looking for 2 casters to join @SuperPhoenixSPS  casting our @staratlas tournaments on @solana .  We need:  Play-by-Play: Pure energy & hype  Colour: Deep insights & smooth vibes  Got the skills?  Fill up the form: https://forms.gle/oo9A8pP6L22V7syPA Send your demo + experience via DM!  Who's ready to level up the broadcast? 🔥",0,4,0,0,4/11/2026,https://x.com/staratlas/status/2043011073528467685,true
2042697446401413125,"Star Atlas",staratlas,"Sweaty",143,19,4,8003,4/10/2026,https://x.com/staratlas/status/2042697446401413125,false
2042679532625498527,"Star Atlas",staratlas,"Let the evil course through you. 🦹 https://video.twimg.com/amplify_video/2042679403654823936/vid/avc1/480x270/e3cTuLYoDhO0EbKT.mp4?tag=21",204,29,12,19327,4/10/2026,https://x.com/staratlas/status/2042679532625498527,false
2042377135848112129,"Star Atlas",staratlas,"Galia single-player will see some significant enhancements in our next UE patch. This is the first use case of our new AI Navigation on Planet Surfaces. You'll recognize this outpost. It's been given a literal glow-up so it could be placed on the dark side of Merevia.  [WIP] https://video.twimg.com/amplify_video/2042376155517632515/vid/avc1/480x270/MvNVtMEhU_dHQbwt.mp4?tag=21",283,57,13,17285,4/9/2026,https://x.com/staratlas/status/2042377135848112129,false
2042272862187508212,"Star Atlas",staratlas,"✅",124,9,4,5875,4/9/2026,https://x.com/staratlas/status/2042272862187508212,false
2040190030313062502,"Star Atlas",staratlas,"We’re making huge progress on our next SAGE (RTS MMO in browser) update. “C4” adds Combat, Council Rank (skill tree), Crafting and Cultivation Claims, and Crafting Habs. Playtest coming soon. https://video.twimg.com/amplify_video/2040188453573574656/vid/avc1/468x270/K9iJ6d6hUPncbJAn.mp4?tag=21",299,64,44,22496,4/3/2026,https://x.com/staratlas/status/2040190030313062502,false
2039802551043055822,"Star Atlas",staratlas,"Q1 2026 Star Atlas Economy Report is out. $502K USD in Q1 GDP. 8,109 quarterly active users. Most asset prices stable or increasing in ATLAS terms. Open Market Operations pulling OTC volume from 12% → 7.2%. Bear market. Bull fundamentals.  Full report: https://storage.googleapis.com/sa-cdn-prod/dao/economy/2026/q1.pdf",204,28,15,16888,4/2/2026,https://x.com/staratlas/status/2039802551043055822,false
2039774253600645388,"Star Atlas",staratlas,"We’re back in the Expanse!  @AleksaFlamingo is live on Solana Gaming playing @StarAtlas Holosim.  New sectors. Strategy plays. Territory moves.  LOG IN  https://x.com/i/broadcasts/1nxnRYOdnAoxO",0,9,0,4,4/2/2026,https://x.com/staratlas/status/2039774253600645388,true
2038705138253341183,"Star Atlas",staratlas,"🌟 Holosim Chapter 2 updates, a long-standing http://z.ink subscription bug was fixed, and two PIPs remain open for voting!  📰 Read all about it in issue #223 of our weekly @StarAtlas newsletter!  📬 Check your inbox or read it online here:  https://aephia.com/star-atlas/weekly-star-atlas-newsletter-223/",0,10,0,0,3/30/2026,https://x.com/staratlas/status/2038705138253341183,true
2037668549939073043,"Star Atlas",staratlas,"Holosim geographic distribution.    Star Atlas is global. https://pbs.twimg.com/media/HEdAvRRboAADPT-.png",226,25,15,10896,3/27/2026,https://x.com/staratlas/status/2037668549939073043,false
2037634748491981133,"Star Atlas",staratlas,"@staratlas  Holosim is soooo much fun. 🔥   I'm crushing it way harder than last chapter. Tomorrow I'll finally wrap up the entire storyline quest. 🎉  Sure, I might not be sitting at the top of the global ranks but who needs that when I've got MOUNTAINS of in-game cash stacked up?   My Tankships are about to be swimming in ammo. Unlimited pew-pew energy activated! 💥  Beware, 😼The Meow Fighting Fleets are loading up and coming for you all 💪 🚀   http://holosim.staratlas.com  #Free2Play @WeAreStarAtlas @AliceArcade",0,3,0,0,3/27/2026,https://x.com/staratlas/status/2037634748491981133,true
2037237271112614003,"Star Atlas",staratlas,"ARE YOU READY FOR THE STAR SHOOT CLASH OF TITANS?  Win prizes while you watch the stream by filling out your brackets at http://SuperPhoenixSports.com   Star Shooter is powered up and played on @StarAtlas! https://pbs.twimg.com/media/HESITHfbYAI77_s.jpg",0,8,0,1,3/26/2026,https://x.com/staratlas/status/2037237271112614003,true
2036911286274207815,"Star Atlas",staratlas,"Who's still hyped even though web3 gaming is dead? https://video.twimg.com/amplify_video/2036911129570729984/vid/avc1/480x270/D5D8RUf9fIpofEUU.mp4?tag=21",670,95,83,48655,3/25/2026,https://x.com/staratlas/status/2036911286274207815,false
2036901259572392339,"Star Atlas",staratlas,"Big things happening this week! The Clash of Titans event is coming up.  Join the Super Phoenix Sports squad and get in on the discussion! @Njord614 @mrLanzer @Staratlas https://x.com/i/spaces/1yKAPMRmkPMxb",0,17,0,0,3/25/2026,https://x.com/staratlas/status/2036901259572392339,true
2036877048619426240,"Star Atlas",staratlas,"Season is heating up.",145,10,3,6651,3/25/2026,https://x.com/staratlas/status/2036877048619426240,false
2036284826274373710,"Star Atlas",staratlas,"👽 Holosim Chapter 2 keeps improving with near-daily patches, and two PIPs are open for vote! The team also lost some notable talent...  📰 Read all about it in issue #222 of our weekly @StarAtlas newsletter!  📬 Check your inbox or read it online here:  https://aephia.com/star-atlas/weekly-star-atlas-newsletter-222/",0,11,0,0,3/23/2026,https://x.com/staratlas/status/2036284826274373710,true
2035905560089092432,"Star Atlas",staratlas,"GET YOUR BRACKETS IN! SPS Star Shooter kicks off in under and hour.   Watch teams battle it out on the proving grounds powered by @staratlas platform and their awesome team   Here's a quick vid on how submit your bracket. Win prizes and get into the fun while you watch on@X , @Twitch, @kick  & @YouTube!",0,11,0,0,3/22/2026,https://x.com/staratlas/status/2035905560089092432,true
2034736672622223398,"Star Atlas",staratlas,"Haven't posted a pic in a while. Feelin' sexy. https://pbs.twimg.com/media/HDzT0aNbQAAzRtb.jpg",182,21,16,7668,3/19/2026,https://x.com/staratlas/status/2034736672622223398,false
2034720713794625555,"Star Atlas",staratlas,"The Super Phoenix Sports team and community has been having a blast as our Star Shooter & Star Racer events have been building an epic live Esports events foundation!   Looking forward to more events this month? Turn on notifications and join our weekly space here on X, SPS Weekly! https://x.com/i/spaces/1nxnRYAQpbNxO?s=20  Be sure to visit http://SuperPhoenixSports.com to get in on the bracket action before our Sunday events kick off!",0,13,0,0,3/19/2026,https://x.com/staratlas/status/2034720713794625555,true
2034334660764000318,"Star Atlas",staratlas,"We're thrilled to collaborate with http://swap.io on their Season Zero campaign.  Trade ATLAS &amp; POLIS, earn XP, claim rewards.   Compound your trades by locking tokens at https://govern.staratlas.com, earn POLIS yield, and also gain zXP in the @ZinkSVM O.rigin airdrop season.",163,24,8,9767,3/18/2026,https://x.com/staratlas/status/2034334660764000318,false
2034324957044580449,"Star Atlas",staratlas,"The gears of war are turning",105,15,5,4977,3/18/2026,https://x.com/staratlas/status/2034324957044580449,false
2034011691508503020,"Star Atlas",staratlas,"If you’re playing Holosim, take a look at this tool for optimizing your operations.",125,14,2,5536,3/17/2026,https://x.com/staratlas/status/2034011691508503020,false
2033634411829465499,"Star Atlas",staratlas,"Shout out to everyone that has been playing Chapter 2 of the Holosim release!  Captains are currently mining resources, fighting off NPCs and players, and conquering new territories.  Oh, and did we mention that people are currently earning @zinksvm zXP from this F2P product while claiming achievements, in addition to competing for a $10,000 seasonal prize pool?   If you aren't playing Holosim, why not, anon?",175,28,10,10638,3/16/2026,https://x.com/staratlas/status/2033634411829465499,false
2032518649169457506,"Star Atlas",staratlas,"Iris' Blessing Drawing + Galia Game Night live right now. Join us in Discord. https://pbs.twimg.com/media/HDT0a9IaMAInBwU.jpg",101,10,8,4559,3/13/2026,https://x.com/staratlas/status/2032518649169457506,false
2032199899052487159,"Star Atlas",staratlas,"Star Atlas Holosim: Chapter 2 is live.  Captains across Galia are building armadas, fortifying strongholds, and fighting for territory control.  Every faction needs recruits. Free to play.  Enlist now and secure your place in history.  https://holosim.staratlas.com https://pbs.twimg.com/media/HDPH7qPbQAEPrEc.jpg",172,32,11,6516,3/12/2026,https://x.com/staratlas/status/2032199899052487159,false
2032179774739923331,"Star Atlas",staratlas,"Eyes on Aleksa. 🚀",82,9,1,5019,3/12/2026,https://x.com/staratlas/status/2032179774739923331,false
2031944314096664844,"Star Atlas",staratlas,"Not for the faint of heart",111,6,7,6092,3/11/2026,https://x.com/staratlas/status/2031944314096664844,false
2031445052623606253,"Star Atlas",staratlas,"📡 transmission begins  Captains, Holosim Chapter 2 is live 🚀  bridge displays surge with new data as the navigation array locks onto uncharted sectors  Chapter 2 brings an entirely new layer of strategy, progression, and competition to the Expanse.   https://holosim.staratlas.com",268,74,29,30021,3/10/2026,https://x.com/staratlas/status/2031445052623606253,false
2031445071032446988,"Star Atlas",staratlas,"sensor grid pulses as new Chapter 2 protocols finish loading  The Expanse just got bigger, deeper, and a whole lot more competitive. Whether you're here for the storyline, the territory wars, the leaderboard climb, or all of it. Chapter 2 is your proving ground.  Get out there, Captain. The galaxy is watching.",19,1,2,2702,3/10/2026,https://x.com/staratlas/status/2031445071032446988,false
2031445073154683384,"Star Atlas",staratlas,"P.S. If you are already a @ZinkSVM subscriber, make sure you use the in game banner to link your Holosim account. Do not start the process from the Zink dashboard. See here for details;  https://discord.com/channels/789226204980707409/1088509395933085779/1480987689170898944  transmission ends",19,1,0,2585,3/10/2026,https://x.com/staratlas/status/2031445073154683384,false
2031097696925397220,"Star Atlas",staratlas,"One. More. Day.   https://holosim.staratlas.com https://pbs.twimg.com/media/HC_jUlzaMAMIIM6.jpg",186,31,16,8345,3/9/2026,https://x.com/staratlas/status/2031097696925397220,false
2031070858790436907,"Star Atlas",staratlas,"🛸 Holosim Chapter 2 has a final launch date: March 10th! We also have 5 elected DAO Casters, funding for José, and a lore wiki coming!  📰 Read all about it in issue #220 of our weekly @StarAtlas newsletter!  📬 Check your inbox or read it online here:  https://aephia.com/star-atlas/weekly-star-atlas-newsletter-220/",0,11,0,3,3/9/2026,https://x.com/staratlas/status/2031070858790436907,true
2030750404443607368,"Star Atlas",staratlas,"Two days. Holosim Chapter 2. What will you achieve? https://pbs.twimg.com/media/HC6YvAIaoAAK-Px.jpg",183,34,13,8870,3/8/2026,https://x.com/staratlas/status/2030750404443607368,false
2030056669976351103,"Star Atlas",staratlas,"Your new command center awaits. Drums of war are beating.  Holosim Season 1: Chapter 2 begins March 10th. Which faction will you join?  Fully free to play. $10k seasonal prize pool. https://pbs.twimg.com/media/HCw1yAxbAAAkk9y.jpg",166,31,11,12190,3/6/2026,https://x.com/staratlas/status/2030056669976351103,false
2030041823201345912,"Star Atlas",staratlas,"Massive W",124,14,4,6472,3/6/2026,https://x.com/staratlas/status/2030041823201345912,false
2029738776180981897,"Star Atlas",staratlas,"In five days, experience the glory of conquering a galaxy. https://pbs.twimg.com/media/HCsKy_eacAAT1_I.jpg",185,33,5,5633,3/5/2026,https://x.com/staratlas/status/2029738776180981897,false
2029346545821467120,"Star Atlas",staratlas,"It's OFFICIAL  Holosim Season 1: Chapter 2 is coming  Tuesday, March 10th. (really😬)  Entirely redesigned UI New missions Mission givers with a rich storyline Deep achievement system $10k leaderboard competition (OMO Value)  The countdown begins.  http://holosim.staratlas.com https://pbs.twimg.com/media/HCmvbfKawAMZorH.jpg",256,63,23,11941,3/4/2026,https://x.com/staratlas/status/2029346545821467120,false
2028607166274556185,"Star Atlas",staratlas,"Prowess. Prestige. Power.  Busan. The Last Stand. https://video.twimg.com/amplify_video/2028594337333047297/vid/avc1/480x270/yeq16a7uw00DOkzG.mp4?tag=21",263,47,20,10949,3/2/2026,https://x.com/staratlas/status/2028607166274556185,false
2028571941813342482,"Star Atlas",staratlas,"Progress never stops.",110,10,2,6124,3/2/2026,https://x.com/staratlas/status/2028571941813342482,false
2027444749406482791,"Star Atlas",staratlas,"Join us this evening for the latest 2XP weekend in UE Racing and Arena!  Earn Ink. Double your @ZinkSVM zXP. Prestige your characters and vehicles. And earn tickets in Iris Blessing for part of the monthly drawings.  Have fun, Captains. https://pbs.twimg.com/media/HCLttLHbgAAF15w.jpg",124,22,4,8088,2/27/2026,https://x.com/staratlas/status/2027444749406482791,false
2026431955802468390,"Star Atlas",staratlas,"Holosim is back on the menu. Consider this your announcement of an announcement. More details forthcoming.   This season brings significantly enhanced combat systems and combat tracking. Prepare yourselves. https://pbs.twimg.com/media/HB9GityaUAA79fn.jpg",195,36,12,11027,2/24/2026,https://x.com/staratlas/status/2026431955802468390,false
2026084780576805099,"Star Atlas",staratlas,"Building for generations to come. https://pbs.twimg.com/media/HB4ZXGUbYAALNq3.jpg",266,39,9,9120,2/23/2026,https://x.com/staratlas/status/2026084780576805099,false
2024982396786069854,"Star Atlas",staratlas,"Who's up for the hunt? https://video.twimg.com/amplify_video/2024977353919868928/vid/avc1/480x270/bfnGqEOLyVt_N3ib.mp4?tag=21",379,55,35,31450,2/20/2026,https://x.com/staratlas/status/2024982396786069854,false
2024197285215948920,"Star Atlas",staratlas,"HOLOSIM BROADCAST: 📢  Status - Signal Lost!  Galians, we're experiencing technical difficulties within the Holosim. Launch plans are delayed. We will miss the launch event tomorrow (2/19).   Stay tuned. We will update you on status shortly. We're expecting a quick resolution. https://video.twimg.com/amplify_video/2024182422817165313/vid/avc1/320x568/n2YSfDR1ukYBXIKR.mp4?tag=21",174,24,9,9690,2/18/2026,https://x.com/staratlas/status/2024197285215948920,false
